Id,Name,TracHier__Domain__c,GPT Parent,GPT Global
0012M00002G6UjjQAF,"Marriott International Hotels, Inc.",marriott.com,,
0012M00002G6UjkQAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6UjlQAF,"Marriott International Hotels, Inc.",marriott.com,,
0012M00002G6UjmQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UjnQAF,"Marriott International, Inc.",marriott.com,,
001F000000tWvqNIAS,Amerisave,amerisave.com,,
0012M00002G6UjoQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UjpQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UjqQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UjrQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0014z00001dQCBVAA4,"NOMURA HOLDINGS,INC.",nomura.com,,
0012M00002G6UjsQAF,"Renaissance Hotel Management Company, LLC",marriott.com,,
0012M00002G6UjtQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0014z00001hWatQAAS,"FBG ENTERPRISES OPCO, LLC",fanaticsinc.com,,
0012M00002G6UjuQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UjvQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UjwQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UjxQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UjyQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UjzQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Uk0QAF,"TownePlace Management, LLC",marriott.com,,
0012M00002G6Uk1QAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6Uk2QAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6Uk3QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Uk4QAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6Uk5QAF,"Marriott International, Inc",marriott.com,,
0012M00002G6Uk6QAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6Uk7QAF,"Marriott International, Inc.",marriott.com,,
0011Y000035gSbNQAU,PT. Digital Aplikasi Solusi,telkom.co.id,,
0012M00002G6Uk8QAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkAQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkBQAV,"TownePlace Management, LLC",marriott.com,,
0012M00002G6UkCQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UkDQAV,Renaissance Hotel Operating Company,marriott.com,,
0012M00002G6UkEQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkFQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkGQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UkHQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkIQAV,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6UkJQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkKQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkLQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UkMQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0014100001E6orhAAB,"ABM Facility Solutions Group, LLC",abm.com,,
0012M00002G6UkOQAV,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UkPQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkQQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkRQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkSQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UkUQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkVQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UkWQAV,Marriott,marriott.com,,
0012M00002G6UkXQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UkYQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UkZQAV,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UkaQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UkbQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0011Y00003GvM4tQAF,Kakao Corp.,kakaoenterprise.com,,
0012M00002G6UkcQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UkdQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UkeQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UkfQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkgQAF,Renaissance Hotel Operating Company,renaissance-hotels.marriott.com,,
0012M00002G6UkhQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UVMQA3,AC Hotels By Marriott,marriott.com,,
0012M00002G6UkjQAF,Courtyard Management Corporation,marriott.com,,
0010Z00001xtZmbQAE,House of HR,accentjobs.be,,
0012M00002G6UkkQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UklQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkmQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UknQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkoQAF,"TownePlace Management, LLC",marriott.com,,
0012M00002G6UkqQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UkrQAF,"Marriott International, Inc.",marriott.com,,
001F000000wZhiSIAS,Addison Lee,addisonlee.com,,
0012M00002G6UksQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UktQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UkuQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkvQAF,"TownePlace Management, LLC",marriott.com,,
0012M00002G6UkwQAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UkxQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UkyQAF,"TownePlace Management, LLC",marriott.com,,
0012M00002G6UkzQAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6Ul0QAF,Marriott Fairway Villas,marriott.com,,
0012M00002G6Ul1QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Ul2QAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6Ul3QAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6Ul4QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Ul5QAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6Ul6QAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6Ul7QAF,"TownePlace Management, LLC",marriott.com,,
0012M00002G6Ul8QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Ul9QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlAQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlBQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UlCQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlDQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlEQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlFQAV,"TownePlace Management, LLC",marriott.com,,
001A000000RC7RcIAL,Revantage Corporate Services,revantage.com,,
0012M00002G6UlGQAV,Ritz-Carlton Hotels of Miami,ritzcarlton.com,,
0012M00002G6UlHQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlIQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlJQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlKQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UlLQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlMQAV,Marriott,marriott.com,,
0012M00002G6UlNQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UlOQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UlPQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UlQQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlRQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlSQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlTQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlUQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlVQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UlWQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlXQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlYQAV,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UljQAF,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6UlkQAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6UllQAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UlmQAF,Ccmh Courtyard I LLC,marriott.com,,
0012M00002G6UlnQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UloQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlpQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UlqQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UlrQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UlsQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UltQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UluQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlvQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UlwQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UlxQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UlyQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UlzQAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6Um0QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Um1QAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6Um2QAF,Courtyard By Marriott,courtyard.marriott.com,,
0012M00002G6Um3QAF,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6Um4QAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6Um5QAF,The Ritz-Carlton Buckhead,ritzcarlton.com,,
0012M00002G6Um6QAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6Um7QAF,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6UmAQAV,The Ritz-Carlton Sarasota,ritzcarlton.com,,
0012M00002G6UmDQAV,"Marriott Crystal City Manager, LLC",marriott.com,,
0012M00002G6UmEQAV,"MI Gilvn, LLC",marriott.com,,
0014z00001g3D57AAE,Jenius Bank (/Manufacturers Bank),jeniusbank.com,,
0012M00002G6UmFQAV,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UmGQAV,"Residence Inn By Marriott, LLC",marriott.com,,
0014z00001g3oazAAA,"Reach Financial, LLC",libertylending.com,,
0012M00002G8AZZQA3,ACCOR (U.K.) LIMITED,all.accor.com,,
0012M00002G6UmOQAV,"Los Cabos Villa Management, S. de R.L.De C.V.",marriott.com,,
0012M00002G6UmPQAV,"VSE México Holding, S. de R.L. de C.V.",marriott.com,,
0012M00002G6UmQQAV,"Empresa de Servicios los Cabos, S.A. de C.V.",marriott.com,,
0012M00002G6UmRQAV,"VSE Servicios de México, S. de R.L. de C.V.",marriott.com,,
0012M00002G6UmSQAV,"Operadora Starwood Mexico, S. de R.L. de C.V.",starwoodhotels.com,,
0012M00002G6UmTQAV,Administracion de Empresas Starwood S. de R.L. de C.V.,starwoodhotels.com,,
0012M00002G6UmUQAV,Marriot International Inc,marriott.com,,
0012M00002G6UmVQAV,Starwood Hotels & Resorts Worlwide Inc,marriott.com,,
0012M00002G6UmWQAV,Starwood Hotels & Resorts Management Company,marriott.com,,
0012M00002G6UmYQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UmZQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UmaQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G8B4QQAV,ACCOR (U.K.) LIMITED,all.accor.com,,
0012M00002G6UmcQAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6UmdQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UmeQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UmfQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UmiQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0014z00001fBxRVAA0,totalplay-com,totalplay.com.mx,,
0012M00002G6UmjQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UmkQAF,"Cchpr Hospitality, LLC",sheratonpuertoricohc.com,,
0012M00002G6UmlQAF,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UmmQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UmnQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G8C2nQAF,Accor Hospitality Nederland N.V.,all.accor.com,,
0012M00002G6UmpQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012A00001tOt00QAC,Goosehead Insurance Agency,goosehead.com,,
0012M00002G6UmqQAF,The Carlton Ritz Fort Lauderdale,ritzcarlton.com,,
0012M00002G6UmrQAF,Cadillac Hotel Holdings,starbucks.com,,
0012M00002G6UmsQAF,"Starwood Hotels & Resorts Worldwide, LLC",marriott.com,,
0012M00002G6UmtQAF,"Starwood Hotels & Resorts Worldwide, LLC",whollywoodhotel.com,,
0012M00002G6UmuQAF,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
001F0000010e1raIAA,NHS Leadership Academy,nhs.net,,
0012M00002G6UmvQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UmwQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UmxQAF,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G8AazQAF,AccorInvest Germany GmbH,all.accor.com,,
0012M00002G6UmzQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6Un0QAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6Un1QAF,"Starwood Hotels & Resorts Worldwide, LLC",marriott.com,,
0012M00002G6Un2QAF,"Starwood Hotels & Resorts Worldwide, LLC",marriott.com,,
0012M00002G8B3WQAV,AccorInvest Germany GmbH,mercure.accor.com,,
0012M00002G6Un4QAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
001F000000tWyQ2IAK,SDL,sdl.com,,
0012M00002G6Un5QAF,"Starwood Hotels & Resorts Holdings, Inc.",starwoodhotels.com,,
0012M00002G6Un6QAF,"Starwood Hotels & Resorts Holdings, Inc.",starwoodhotels.com,,
0012M00002G6Un7QAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UnAQAV,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UnBQAV,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UnDQAV,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UnEQAV,"Starwood Hotels & Resorts Worldwide, LLC",whotelaustin.com,,
0012M00002G6UnFQAV,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UnGQAV,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UnHQAV,"Starwood Hotels & Resorts Worldwide, LLC",marriott.com,,
0012M00002G6UnIQAV,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UnJQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnKQAV,Courtyard Management Corporation,marriott.com,,
0012M00002G6UnLQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnMQAV,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6UnNQAV,Courtyard Management Corporation,courtyard.marriott.com,,
001F000000ogLTMIA2,Mandarin Oriental Hotel Group Limited,mohg.com,,
0012M00002G6UnPQAV,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UnQQAV,Georgia MI Credits LLC,marriott.com,,
0012M00002G6UnRQAV,Marriott Vacation Club Ownership LLC,marriott.com,,
0012M00002G6UnTQAV,The Garden Club Non Profit,marriott.com,,
0012M00002G6UnUQAV,The Ritz-Carlton Residences Management Company LLC,ritzcarlton.com,,
0012M00002G6UnVQAV,"Residence Inn By Marriott, LLC",residence-inn.marriott.com,,
0012M00002G6UnWQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnXQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnYQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnZQAV,"MI Fullfillment Services, LLC",marriott.com,,
0012M00002G6UnaQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnbQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UncQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UndQAF,"Marriott Hotel Services, Inc",marriott.com,,
0012M00002G6UneQAF,Renaissance Hotel Operating Company,marriott.com,,
0012M00002G6UnfQAF,"TownePlace Management, LLC",marriott.com,,
0012M00002G6UngQAF,"Westin Sheraton Vacation Services, Inc.",westin.marriott.com,,
0012M00002G6UnhQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UniQAF,Sheraton Phoenician Corporation,thephoenician.com,,
0012M00002G6UnjQAF,Crescent Sheraton Hotel,sheratoncrescent.com,,
0012M00002G6UnkQAF,Spg Holdings Incorporated,marriott.com,,
0012M00002G6UnlQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnmQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnnQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnoQAF,"Marriott Worldwide Sales and Marketing, Inc.",marriott.com,,
0012M00002G6UnpQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UnqQAF,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UnrQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UnsQAF,Courtyard Management Corporation,courtyard.marriott.com,,
0012M00002G6UnuQAF,Savannah CWT Hotel LLC,westinsavannah.com,,
0012M00002G6UnvQAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6UnwQAF,Hotel Courtyard Marriott,marriott.com,,
0012M00002G6UnyQAF,"STARWOOD HOTELS & RESORTS WORLDWIDE, INC.",marriott.com,,
0012M00002G6UnzQAF,"STARWOOD HOTELS & RESORTS WORLDWIDE, INC.",marriott.com,,
0012M00002G6Uo0QAF,"Aruba Resort, Spa & Casino",wyndhamhotels.com,,
0012M00002G6Uo1QAF,Marriott Curacao N.V.,marriott.com,,
0012M00002G6Uo2QAF,Marriott Trinidad & Tobago Limited,courtyard.marriott.com,,
0012M00002G6Uo3QAF,"Marriott International, Inc.",cc.nced.com,,
0012M00002G6Uo4QAF,Ritz-Carlton,ritzcarlton.com,,
0012M00002G6Uo5QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Uo6QAF,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6Uo7QAF,STARWOOD HOTELS & RESORTS INDIA PRIVATE LIMITED,starwoodhotels.com,,
0012M00002G6Uo8QAF,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoAQAV,Starwood Hotels & Resorts Worldwide Inc.,marriott.com,,
0012M00002G6UoBQAV,MVCI St. Kitts Company Limited,marriott.com,,
0012M00002G6UoDQAV,THE WESTIN LANGKAWI RESORT & SPA,starwoodhotels.com,,
0012M00002G6UoEQAV,Starwood Hotels & Resorts Worldwide Inc,westin.marriott.com,,
0012M00002G6UoFQAV,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UoGQAV,Fairfield Inn & Suites,marriott.com,,
0012M00002G6UoHQAV,The Sheraton Corporation,sheratonnewyork.com,,
0012M00002G6UoIQAV,STARWOOD HOTELS & RESORTS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoJQAV,Starwood Hotels & Resorts Worldwide Inc.,starwoodhotels.com,,
0012M00002G6UoKQAV,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoLQAV,Luxury Hotels International Company of Jamaica Limited,marriott.com,,
0012M00002G6UoMQAV,STARWOOD HOTELS & RESORTS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoNQAV,Marriott International Services Ltd.,marriott.com,,
0012M00002G6UoOQAV,"Starwood Hotels & Resorts Holdings, Inc.",starwoodhotels.com,,
001F000000pWsroIAC,Avantax,blucora.com,,
0012M00002G6UoQQAV,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoSQAV,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoTQAV,STARWOOD HOTELS & RESORTS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UoUQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UoVQAV,Renaissance Services Inc.,ren-services.com,,
0012M00002G6UoWQAV,Marriott Claims Services,marriott.com,,
0012M00002G6UoXQAV,Marriott International Capital Corporation,marriott.com,,
0014z00001gXoTLAA0,Scancom Ltd (MTN Ghana),mtn.com,,
0012M00002G6UoYQAV,Marriott International Jbs Corporation,marriott.com,,
0012M00002G6UoaQAF,"Shady Grove Courtyard, Inc.",marriott.com,,
0012M00002G6UobQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UocQAF,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6UodQAF,The Ritz-Carlton Hotel Company LLC,ritzcarlton.com,,
0012M00002G6UoeQAF,"Residence Inn By Marriott, LLC",marriott.com,,
0012M00002G6UofQAF,"Westin Sheraton Vacation Services, Inc.",westin.marriott.com,,
0012M00002G6UogQAF,The Sheraton LLC,sheraton.marriott.com,,
0012M00002G6UoiQAF,Bliss Spa,blissspa.com,,
0012M00002G6UojQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UokQAF,LE MERIDIEN KUALA LUMPUR,marriott.com,,
0014z00001eC8WTAA0,Forcepoint [Partner],forcepoint.com,,
0012M00002G6UolQAF,STARWOOD HOTELS & RESORTS WORLDWIDE INC,marriott.com,,
0012M00002G6UomQAF,STARWOOD ASIA PACIFIC HOTELS & RESORTS PTE. LTD.,starwoodhotels.com,,
0012M00002G6UonQAF,Starwood Hotels & Resorts Worldwide Inc.,lemeridien-pegasus.com,,
0012M00002G6UoqQAF,STARWOOD ASIA PACIFIC HOTELS & RESORTS PTE LIMITED,starwoodhotels.com,,
0012M00002G6UorQAF,STARWOOD ASIA PACIFIC HOTELS & RESORTS PTE LIMITED,starwoodhotels.com,,
0012M00002G6UosQAF,STARWOOD ASIA PACIFIC HOTELS & RESORTS PTE LIMITED,starwoodhotels.com,,
0012M00002G6UotQAF,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
001F000000f2SMaIAM,"Horizon Therapeutics USA, Inc.",horizontherapeutics.com,,
0012M00002G6UouQAF,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UovQAF,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6UowQAF,MARRIOTT HOTELS INDIA PRIVATE LIMITED,marriott.com,,
0012M00002G6Up7QAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6Up8QAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6Up9QAF,The Sheraton LLC,sheratonnewyork.com,,
0012M00002G6UpAQAV,"Starwood Hotels & Resorts Worldwide, Inc.",starwoodhotels.com,,
0012M00002G6UpBQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UpCQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UpDQAV,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UpEQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UpFQAV,Hoteles Sheraton del Perú S.A.C.,sheraton.com.pe,,
0012M00002G6UpGQAV,MARRIOTT INTERNATIONAL HOTELS INC.,marriott.com,,
0012M00002G6UpHQAV,LANDUNI S.A.,marriott.com,,
0012M00002G6UpJQAV,MARRIOTT INTERNATIONAL HOTELS INC.,marriott.com,,
0012M00002G6UpKQAV,"Marriott Hotel Services, Inc",marriott.com,,
0012M00002G6UpMQAV,"Starwood Hotels & Resorts Worldwide, LLC",wyndhamhotels.com,,
0012M00002G6UpNQAV,Hotel Investors Corp of Nevada Inc,starwoodhotels.com,,
0012M00002G6UpOQAV,SLC Operating Limited Partnership,starwoodhotels.com,,
0012M00002G6UpPQAV,"Starwood Hotels & Resorts Holdings, Inc.",starwoodhotels.com,,
0012M00002G6UpQQAV,"Marriott International, Inc.",marriott.com,,
001F000001MwO4bIAF,"Porch.com, Inc.",porch.com,,
0012M00002G6UpRQAV,"Starwood Hotels & Resorts Holdings, Inc.",starwoodhotels.com,,
0012M00002G6UpSQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UpTQAV,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0014z00001l8KH3AAM,Exness,exness.com,,
0012M00002G6UpUQAV,Servicios Hoteleros Starwood Limitada,marriott.com,,
0012M00002G6UpVQAV,Marriott Inversiones y Servicios Limitada,,,
0012M00002G6UpWQAV,Marriott Chile S.A.,marriott.com,,
0011Y00003FffktQAB,Cox Media Group,cmg.com,,
0012M00002G6UpXQAV,"Starwood Hotels & Resorts Holdings, Inc.",starwoodhotels.com,,
0012M00002G6UpYQAV,"Marriott International, Inc.",marriott.com,,
0012M00002G6UpZQAV,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0012M00002G6UpaQAF,The Sheraton LLC,sheratonnewyork.com,,
0012M00002G6UpbQAF,The Sheraton LLC,sheratonnewyork.com,,
0014z00001z9p2hAAA,MTN - MoMo - Nigeria,mtn.com,,
0012M00002G6UpdQAF,"Hospitality International, Inc",courtyard.marriott.com,,
0012M00002G6UpeQAF,"Mc Lodging Investment Opportunities, Inc",marriott.com,,
0012M00002G6UpfQAF,"Marriott Payroll Services, LLC",marriott.com,,
0012M00002G6UpgQAF,"RC Marriott, Inc",marriott.com,,
0012M00002G6UphQAF,The Ritz-Carlton Hotel Company L L C,ritzcarlton.com,,
0012M00002G6UpiQAF,"Starwood Hotels & Resorts Worldwide, LLC",starwoodhotels.com,,
0014100001vpF3uAAE,Advance Stores Company Incorporated,shop.advanceautoparts.com,,
0012M00002G6UplQAF,"Starwood Hotels & Resorts Worldwide, LLC",holidayinn.com,,
0012M00002G6UpmQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UpnQAF,W Operating Company LLC,marriott.com,,
0012M00002G6UpoQAF,Courtyard Management Corporation,marriott.com,,
0012M00002G6UppQAF,"Marriott International, Inc.",marriott.com,,
0012M00002G6UpqQAF,"Marriott International, Inc.",marriott.com,,
